UF;MUNICIPIO;POPULACAO_ESTIMADA;COD_MUNICIPIO
SC;Marema;2219;4210555
SC;Massaranduba;17897;4210605
SC;Matos Costa;2795;4210704
SC;Meleiro;7127;4210803
SC;Mirim Doce;2554;4210852
SC;Modelo;4156;4210902
SC;Mondaí;10216;4211009
SC;Monte Carlo;9235;4211058
SC;Monte Castelo;7787;4211108
SC;Morro da Fumaça;19265;4211207
SC;Morro Grande;3085;4211256
SC;Navegantes;93619;4211306
SC;Nova Erechim;5408;4211405
SC;Nova Itaberaba;4648;4211454
SC;Nova Trento;14252;4211504
SC;Nova Veneza;13968;4211603
SC;Novo Horizonte;2670;4211652
SC;Orleans;24474;4211702
SC;Otacílio Costa;17780;4211751
SC;Ouro;7091;4211801
SC;Ouro Verde;2203;4211850
SC;Paial;1992;4211876
SC;Painel;2228;4211892
SC;Palhoça;245477;4211900
SC;Palma Sola;7709;4212007
SC;Palmeira;2640;4212056
SC;Palmitos;15812;4212106
SC;Papanduva;19667;4212205
SC;Paraíso;4376;4212239
SC;Passo de Torres;14284;4212254
SC;Passos Maia;4032;4212270
SC;Paulo Lopes;9661;4212304
SC;Pedras Grandes;4343;4212403
SC;Penha;36124;4212502
SC;Peritiba;3039;4212601
SC;Pescaria Brava;10531;4212650
SC;Petrolândia;6942;4212700
SC;Balneário Piçarras;29725;4212809
SC;Pinhalzinho;23379;4212908
SC;Pinheiro Preto;3598;4213005
SC;Piratuba;6053;4213104
SC;Planalto Alegre;3053;4213153
SC;Pomerode;36392;4213203
SC;Ponte Alta;4430;4213302
SC;Ponte Alta do Norte;3249;4213351
SC;Ponte Serrada;10764;4213401
SC;Porto Belo;30590;4213500
SC;Porto União;33727;4213609
SC;Pouso Redondo;17836;4213708
SC;Praia Grande;8602;4213807
SC;Presidente Castello Branco;1711;4213906
SC;Presidente Getúlio;21293;4214003
SC;Presidente Nereu;2345;4214102
SC;Princesa;3054;4214151
SC;Quilombo;11359;4214201
SC;Rancho Queimado;3435;4214300
SC;Rio das Antas;6386;4214409
SC;Rio do Campo;6613;4214508
SC;Rio do Oeste;8008;4214607
SC;Rio dos Cedros;11163;4214706
SC;Rio do Sul;76390;4214805
SC;Rio Fortuna;5006;4214904
SC;Rio Negrinho;40168;4215000
SC;Rio Rufino;2432;4215059
SC;Riqueza;4835;4215075
SC;Rodeio;13321;4215109
SC;Romelândia;4757;4215208
SC;Salete;7643;4215307
SC;Saltinho;3633;4215356
SC;Salto Veloso;4486;4215406
SC;Sangão;13567;4215455
SC;Santa Cecília;15764;4215505
SC;Santa Helena;2473;4215554
SC;Santa Rosa de Lima;2128;4215604
SC;Santa Rosa do Sul;10288;4215653
SC;Santa Terezinha;8077;4215679
SC;Santa Terezinha do Progresso;2562;4215687
SC;Santiago do Sul;1714;4215695
SC;Santo Amaro da Imperatriz;29392;4215703
SC;São Bernardino;2719;4215752
SC;São Bento do Sul;86851;4215802
SC;São Bonifácio;2986;4215901
SC;São Carlos;10460;4216008
SC;São Cristóvão do Sul;6389;4216057
SC;São Domingos;9356;4216107
SC;São Francisco do Sul;55784;4216206
SC;São João do Oeste;6446;4216255
SC;São João Batista;34733;4216305
SC;São João do Itaperiú;4732;4216354
SC;São João do Sul;9126;4216404
SC;São Joaquim;26852;4216503
SC;São José;289949;4216602
SC;São José do Cedro;14491;4216701
SC;São José do Cerrito;8755;4216800
SC;São Lourenço do Oeste;25770;4216909
SC;São Ludgero;14211;4217006
SC;São Martinho;3501;4217105
SC;São Miguel da Boa Vista;1788;4217154
SC;São Miguel do Oeste;46969;4217204
SC;São Pedro de Alcântara;6076;4217253
SC;Saudades;10680;4217303
SC;Schroeder;21273;4217402
SC;Seara;19241;4217501
SC;Serra Alta;3367;4217550
SC;Siderópolis;14087;4217600
SC;Sombrio;31397;4217709
SC;Sul Brasil;2894;4217758
SC;Taió;18808;4217808
SC;Tangará;8189;4217907
SC;Tigrinhos;2480;4217956
SC;Tijucas;56674;4218004
SC;Timbé do Sul;5495;4218103
SC;Timbó;48903;4218202
SC;Timbó Grande;7503;4218251
SC;Três Barras;20373;4218301
SC;Treviso;3895;4218350
SC;Treze de Maio;7585;4218400
SC;Treze Tílias;9308;4218509
SC;Trombudo Central;7532;4218608
SC;Tubarão;115495;4218707
SC;Tunápolis;5054;4218756
SC;Turvo;13492;4218806
SC;União do Oeste;2801;4218855
SC;Urubici;11048;4218905
SC;Urupema;2735;4218954
SC;Urussanga;21395;4219002
SC;Vargeão;3716;4219101
SC;Vargem;2632;4219150
SC;Vargem Bonita;4615;4219176
SC;Vidal Ramos;6275;4219200
SC;Videira;58299;4219309
SC;Vitor Meireles;5492;4219358
SC;Witmarsum;4451;4219408
SC;Xanxerê;54194;4219507
SC;Xavantina;3627;4219606
SC;Xaxim;33902;4219705
SC;Zortéa;4170;4219853
SC;Balneário Rincão;17226;4220000
RS;Aceguá;4253;4300034
RS;Água Santa;4000;4300059
RS;Agudo;16346;4300109
RS;Ajuricaba;6848;4300208
RS;Alecrim;6228;4300307
RS;Alegrete;74329;4300406
RS;Alegria;3711;4300455
RS;Almirante Tamandaré do Sul;2008;4300471
RS;Alpestre;7243;4300505
RS;Alto Alegre;1837;4300554
RS;Alto Feliz;3143;4300570
RS;Alvorada;194116;4300604
RS;Amaral Ferrador;5394;4300638
RS;Ametista do Sul;7822;4300646
RS;André da Rocha;1157;4300661
RS;Anta Gorda;6080;4300703
RS;Antônio Prado;13328;4300802
RS;Arambaré;4211;4300851
RS;Araricá;8794;4300877
RS;Aratiba;6618;4300901
RS;Arroio do Meio;22490;4301008
RS;Arroio do Sal;11384;4301057
RS;Arroio do Padre;2651;4301073
RS;Arroio dos Ratos;14923;4301107
RS;Arroio do Tigre;12296;4301206
RS;Arroio Grande;17887;4301305
RS;Arvorezinha;10545;4301404
RS;Augusto Pestana;7302;4301503
RS;Áurea;3460;4301552
RS;Bagé;121900;4301602
RS;Balneário Pinhal;15371;4301636
RS;Barão;6489;4301651
RS;Barão de Cotegipe;7313;4301701
RS;Barão do Triunfo;5983;4301750
RS;Barracão;4920;4301800
RS;Barra do Guarita;3230;4301859
RS;Barra do Quaraí;4337;4301875
RS;Barra do Ribeiro;12475;4301909
RS;Barra do Rio Azul;1724;4301925
RS;Barra Funda;2555;4301958
RS;Barros Cassal;9442;4302006
RS;Benjamin Constant do Sul;2120;4302055
RS;Bento Gonçalves;127775;4302105
RS;Boa Vista das Missões;1969;4302154
RS;Boa Vista do Buricá;7125;4302204
RS;Boa Vista do Cadeado;2271;4302220
RS;Boa Vista do Incra;2315;4302238
RS;Boa Vista do Sul;2815;4302253
RS;Bom Jesus;11431;4302303
RS;Bom Princípio;13650;4302352
RS;Bom Progresso;2134;4302378
RS;Bom Retiro do Sul;12578;4302402
RS;Boqueirão do Leão;6215;4302451
RS;Bossoroca;5988;4302501
RS;Bozano;2195;4302584
RS;Braga;3326;4302600
RS;Brochier;5079;4302659
RS;Butiá;19433;4302709
RS;Caçapava do Sul;33508;4302808
RS;Cacequi;11324;4302907
RS;Cachoeira do Sul;82250;4303004
RS;Cachoeirinha;141303;4303103
RS;Cacique Doble;4694;4303202
RS;Caibaté;4797;4303301
RS;Caiçara;4933;4303400
RS;Camaquã;63959;4303509
RS;Camargo;3056;4303558
RS;Cambará do Sul;6492;4303608
RS;Campestre da Serra;3311;4303673
RS;Campina das Missões;6001;4303707
RS;Campinas do Sul;5390;4303806
RS;Campo Bom;64704;4303905
RS;Campo Novo;5068;4304002
RS;Campos Borges;3693;4304101
RS;Candelária;29783;4304200
RS;Cândido Godói;6421;4304309
RS;Candiota;10992;4304358
RS;Canela;50613;4304408
RS;Canguçu;50998;4304507
RS;Canoas;359554;4304606
RS;Canudos do Vale;1687;4304614
RS;Capão Bonito do Sul;1769;4304622
RS;Capão da Canoa;66012;4304630
RS;Capão do Cipó;3186;4304655
RS;Capão do Leão;27389;4304663
RS;Capivari do Sul;4079;4304671
RS;Capela de Santana;11416;4304689
RS;Capitão;2991;4304697
RS;Carazinho;63638;4304705
RS;Caraá;7553;4304713
RS;Carlos Barbosa;31528;4304804
RS;Carlos Gomes;1387;4304853
RS;Casca;9689;4304903
RS;Caseiros;3064;4304952
RS;Catuípe;8840;4305009
RS;Caxias do Sul;479256;4305108
RS;Centenário;2779;4305116
RS;Cerrito;5915;4305124
RS;Cerro Branco;3865;4305132
RS;Cerro Grande;2429;4305157
RS;Cerro Grande do Sul;9343;4305173
RS;Cerro Largo;14009;4305207
RS;Chapada;9748;4305306
RS;Charqueadas;36109;4305355
RS;Charrua;2807;4305371
RS;Chiapetta;3992;4305405
RS;Chuí;6405;4305439
RS;Chuvisca;4686;4305447
RS;Cidreira;17538;4305454
RS;Ciríaco;4215;4305504
RS;Colinas;2474;4305587
RS;Colorado;3319;4305603
RS;Condor;6539;4305702
RS;Constantina;10623;4305801
RS;Coqueiro Baixo;1311;4305835
RS;Coqueiros do Sul;2251;4305850
RS;Coronel Barros;2892;4305871
RS;Coronel Bicaco;6230;4305900
RS;Coronel Pilar;1638;4305934
RS;Cotiporã;3926;4305959
RS;Coxilha;2719;4305975
RS;Crissiumal;13127;4306007
RS;Cristal;7454;4306056
RS;Cristal do Sul;2746;4306072
RS;Cruz Alta;60486;4306106
RS;Cruzaltense;1655;4306130
RS;Cruzeiro do Sul;12571;4306205
RS;David Canabarro;4403;4306304
RS;Derrubadas;2797;4306320
RS;Dezesseis de Novembro;2544;4306353
RS;Dilermando de Aguiar;2859;4306379
RS;Dois Irmãos;31769;4306403
RS;Dois Irmãos das Missões;2133;4306429
RS;Dois Lajeados;3158;4306452
RS;Dom Feliciano;13291;4306502
RS;Dom Pedro de Alcântara;2617;4306551
RS;Dom Pedrito;38094;4306601
RS;Dona Francisca;3136;4306700
RS;Doutor Maurício Cardoso;4542;4306734
RS;Doutor Ricardo;1925;4306759
RS;Eldorado do Sul;40954;4306767
RS;Encantado;23494;4306809
RS;Encruzilhada do Sul;24280;4306908
RS;Engenho Velho;1317;4306924
RS;Entre-Ijuís;9364;4306932
RS;Entre Rios do Sul;2731;4306957
RS;Erebango;3121;4306973
RS;Erechim;109497;4307005
RS;Ernestina;3097;4307054
RS;Herval;6307;4307104
RS;Erval Grande;5029;4307203
RS;Erval Seco;6902;4307302
RS;Esmeralda;3264;4307401
RS;Esperança do Sul;3294;4307450
RS;Espumoso;15478;4307500
RS;Estação;5688;4307559
RS;Estância Velha;49440;4307609
RS;Esteio;78181;4307708
RS;Estrela;33243;4307807
RS;Estrela Velha;3120;4307815
RS;Eugênio de Castro;2685;4307831
RS;Fagundes Varela;2620;4307864
RS;Farroupilha;72477;4307906
RS;Faxinal do Soturno;6846;4308003
RS;Faxinalzinho;2572;4308052
RS;Fazenda Vilanova;4399;4308078
RS;Feliz;13979;4308102
RS;Flores da Cunha;31973;4308201
RS;Floriano Peixoto;1694;4308250
RS;Fontoura Xavier;9721;4308300
RS;Formigueiro;6533;4308409
RS;Forquetinha;2441;4308433
RS;Fortaleza dos Valos;4569;4308458
RS;Frederico Westphalen;33684;4308508
RS;Garibaldi;35522;4308607
RS;Garruchos;2729;4308656
RS;Gaurama;5780;4308706
RS;General Câmara;7751;4308805
RS;Gentil;1783;4308854
RS;Getúlio Vargas;16950;4308904
RS;Giruá;16282;4309001
RS;Glorinha;7842;4309050
RS;Gramado;41621;4309100
RS;Gramado dos Loureiros;2049;4309126
RS;Gramado Xavier;3356;4309159
RS;Gravataí;275294;4309209
RS;Guabiju;1442;4309258
RS;Guaíba;95956;4309308
RS;Guaporé;26138;4309407
RS;Guarani das Missões;7553;4309506
RS;Harmonia;5524;4309555
RS;Herveiras;2608;4309571
RS;Horizontina;19246;4309605
RS;Hulha Negra;6102;4309654
RS;Humaitá;4774;4309704
RS;Ibarama;3793;4309753
RS;Ibiaçá;4618;4309803
RS;Ibiraiaras;6830;4309902
RS;Ibirapuitã;3793;4309951
RS;Ibirubá;22082;4310009
RS;Igrejinha;34763;4310108
RS;Ijuí;87775;4310207
RS;Ilópolis;4245;4310306
RS;Imbé;27931;4310330
RS;Imigrante;3148;4310363
RS;Independência;6558;4310405
RS;Inhacorá;2049;4310413
RS;Ipê;5496;4310439
RS;Ipiranga do Sul;1750;4310462
RS;Iraí;7624;4310504
RS;Itaara;5706;4310538
RS;Itacurubi;3042;4310553
RS;Itapuca;1967;4310579
RS;Itaqui;36830;4310603
RS;Itati;2695;4310652
RS;Itatiba do Sul;3249;4310702
RS;Ivorá;1964;4310751
RS;Ivoti;23533;4310801
RS;Jaboticaba;3850;4310850
RS;Jacuizinho;2070;4310876
RS;Jacutinga;3401;4310900
RS;Jaguarão;27406;4311007
RS;Jaguari;10779;4311106
RS;Jaquirana;3755;4311122
RS;Jari;3414;4311130
RS;Jóia;7305;4311155
RS;Júlio de Castilhos;18557;4311205
RS;Lagoa Bonita do Sul;2287;4311239
RS;Lagoão;5429;4311254
RS;Lagoa dos Três Cantos;1779;4311270
RS;Lagoa Vermelha;28617;4311304
RS;Lajeado;96651;4311403
RS;Lajeado do Bugre;2660;4311429
RS;Lavras do Sul;7294;4311502
RS;Liberato Salzano;4854;4311601
RS;Lindolfo Collor;6409;4311627
RS;Linha Nova;1720;4311643
RS;Machadinho;5864;4311700
RS;Maçambará;4487;4311718
RS;Mampituba;3201;4311734
RS;Manoel Viana;6917;4311759
RS;Maquiné;7588;4311775
RS;Maratá;2521;4311791
RS;Marau;46656;4311809
RS;Marcelino Ramos;4389;4311908
RS;Mariana Pimentel;4003;4311981
RS;Mariano Moro;1888;4312005
RS;Marques de Souza;4050;4312054
RS;Mata;4786;4312104
RS;Mato Castelhano;2610;4312138
RS;Mato Leitão;4990;4312153
RS;Mato Queimado;1833;4312179
RS;Maximiliano de Almeida;4258;4312203
RS;Minas do Leão;7661;4312252
RS;Miraguaí;4506;4312302
RS;Montauri;1530;4312351
RS;Monte Alegre dos Campos;3250;4312377
RS;Monte Belo do Sul;2609;4312385
RS;Montenegro;66295;4312401
RS;Mormaço;2815;4312427
RS;Morrinhos do Sul;3134;4312443
RS;Morro Redondo;6169;4312450
RS;Morro Reuter;6163;4312476
RS;Mostardas;12346;4312500
RS;Muçum;4694;4312609
RS;Muitos Capões;2938;4312617
RS;Muliterno;1755;4312625
RS;Não-Me-Toque;18314;4312658
RS;Nicolau Vergueiro;1979;4312674
RS;Nonoai;14056;4312708
RS;Nova Alvorada;3229;4312757
RS;Nova Araçá;5086;4312807
RS;Nova Bassano;9877;4312906
RS;Nova Boa Vista;2088;4312955
RS;Nova Bréscia;3105;4313003
RS;Nova Candelária;3134;4313011
RS;Nova Esperança do Sul;4974;4313037
RS;Nova Hartz;20539;4313060
RS;Nova Pádua;2390;4313086
RS;Nova Palma;5683;4313102
RS;Nova Petrópolis;23889;4313201
RS;Nova Prata;26587;4313300
RS;Nova Ramada;2201;4313334
RS;Nova Roma do Sul;3543;4313359
RS;Nova Santa Rita;30121;4313375
RS;Novo Cabrais;3636;4313391
RS;Novo Hamburgo;235879;4313409
RS;Novo Machado;3246;4313425
RS;Novo Tiradentes;2188;4313441
RS;Novo Xingu;1678;4313466
RS;Novo Barreiro;4371;4313490
RS;Osório;48929;4313508
RS;Paim Filho;3691;4313607
RS;Palmares do Sul;13170;4313656
RS;Palmeira das Missões;34233;4313706
RS;Palmitinho;8032;4313805
RS;Panambi;45042;4313904
RS;Pantano Grande;10438;4313953
RS;Paraí;7357;4314001
RS;Paraíso do Sul;6635;4314027
RS;Pareci Novo;4433;4314035
RS;Parobé;53555;4314050
RS;Passa Sete;4036;4314068
RS;Passo do Sobrado;6154;4314076
RS;Passo Fundo;214564;4314100
RS;Paulo Bento;2188;4314134
RS;Paverama;8146;4314159
RS;Pedras Altas;2100;4314175
RS;Pedro Osório;7634;4314209
RS;Pejuçara;3819;4314308
RS;Pelotas;336131;4314407
RS;Picada Café;5470;4314423
RS;Pinhal;3034;4314456
RS;Pinhal da Serra;2299;4314464
RS;Pinhal Grande;3867;4314472
RS;Pinheirinho do Vale;4637;4314498
RS;Pinheiro Machado;11409;4314506
RS;Pinto Bandeira;2784;4314548
RS;Pirapó;2260;4314555
RS;Piratini;17792;4314605
RS;Planalto;10624;4314704
RS;Poço das Antas;2222;4314753
RS;Pontão;3350;4314779
RS;Ponte Preta;1604;4314787
RS;Portão;35237;4314803
RS;Porto Alegre;1389322;4314902
RS;Porto Lucena;4424;4315008
RS;Porto Mauá;2176;4315057
RS;Porto Vera Cruz;1585;4315073
RS;Porto Xavier;10132;4315107
RS;Pouso Novo;1773;4315131
RS;Presidente Lucena;3159;4315149
RS;Progresso;5430;4315156
RS;Protásio Alves;2069;4315172
RS;Putinga;3814;4315206
RS;Quaraí;23988;4315305
RS;Quatro Irmãos;1579;4315313
RS;Quevedos;2555;4315321
RS;Quinze de Novembro;4000;4315354
RS;Redentora;9934;4315404
RS;Relvado;1828;4315453
RS;Restinga Sêca;15213;4315503
RS;Rio dos Índios;2874;4315552
RS;Rio Grande;198958;4315602
RS;Rio Pardo;35666;4315701
RS;Riozinho;4572;4315750
RS;Roca Sales;10644;4315800
RS;Rodeio Bonito;6821;4315909
RS;Rolador;2332;4315958
RS;Rolante;21733;4316006
RS;Ronda Alta;9972;4316105
RS;Rondinha;5083;4316204
RS;Roque Gonzales;6698;4316303
RS;Rosário do Sul;37700;4316402
RS;Sagrada Família;2529;4316428
RS;Saldanha Marinho;2621;4316436
RS;Salto do Jacuí;10373;4316451
RS;Salvador das Missões;2953;4316477
RS;Salvador do Sul;7182;4316501
RS;Sananduva;16759;4316600
RS;Santa Bárbara do Sul;8275;4316709
RS;Santa Cecília do Sul;1710;4316733
RS;Santa Clara do Sul;7067;4316758
RS;Santa Cruz do Sul;138104;4316808
RS;Santa Maria;282244;4316907
RS;Santa Maria do Herval;6482;4316956
RS;Santa Margarida do Sul;2658;4316972
RS;Santana da Boa Vista;7140;4317004
RS;Sant'Ana do Livramento;87296;4317103
RS;Santa Rosa;79395;4317202
RS;Santa Tereza;1531;4317251
RS;Santa Vitória do Palmar;31961;4317301
RS;Santiago;50331;4317400
RS;Santo Ângelo;79130;4317509
RS;Santo Antônio do Palma;2134;4317558
RS;Santo Antônio da Patrulha;44393;4317608
RS;Santo Antônio das Missões;10493;4317707
RS;Santo Antônio do Planalto;2136;4317756
RS;Santo Augusto;14196;4317806
RS;Santo Cristo;15656;4317905
RS;Santo Expedito do Sul;2395;4317954
RS;São Borja;61323;4318002
RS;São Domingos do Sul;2808;4318051
RS;São Francisco de Assis;17949;4318101
RS;São Francisco de Paula;22373;4318200
RS;São Gabriel;60102;4318309
RS;São Jerônimo;21421;4318408
RS;São João da Urtiga;4549;4318424
RS;São João do Polêsine;2707;4318432
RS;São Jorge;2976;4318440
RS;São José das Missões;2403;4318457
RS;São José do Herval;1934;4318465
RS;São José do Hortêncio;4551;4318481
RS;São José do Inhacorá;2463;4318499
RS;São José do Norte;26245;4318507
RS;São José do Ouro;6978;4318606
RS;São José do Sul;2440;4318614
RS;São José dos Ausentes;4286;4318622
RS;São Leopoldo;225669;4318705
RS;São Lourenço do Sul;43283;4318804
RS;São Luiz Gonzaga;35858;4318903
RS;São Marcos;21537;4319000
RS;São Martinho;5589;4319109
RS;São Martinho da Serra;2911;4319125
RS;São Miguel das Missões;7196;4319158
RS;São Nicolau;5248;4319208
RS;São Paulo das Missões;5948;4319307
RS;São Pedro da Serra;3614;4319356
RS;São Pedro das Missões;1791;4319364
RS;São Pedro do Butiá;3139;4319372
RS;São Pedro do Sul;15870;4319406
RS;São Sebastião do Caí;24883;4319505
RS;São Sepé;21575;4319604
RS;São Valentim;3324;4319703
RS;São Valentim do Sul;2255;4319711
RS;São Valério do Sul;2594;4319737
RS;São Vendelino;2306;4319752
RS;São Vicente do Sul;8259;4319802
RS;Sapiranga;77898;4319901
RS;Sapucaia do Sul;136542;4320008
RS;Sarandi;23356;4320107
RS;Seberi;12313;4320206
RS;Sede Nova;2753;4320230
RS;Segredo;6107;4320263
RS;Selbach;5220;4320305
RS;Senador Salgado Filho;2726;4320321
RS;Sentinela do Sul;5422;4320354
RS;Serafina Corrêa;17379;4320404
RS;Sério;2093;4320453
RS;Sertão;5637;4320503
RS;Sertão Santana;5988;4320552
RS;Sete de Setembro;1884;4320578
RS;Severiano de Almeida;3467;4320602
RS;Silveira Martins;2060;4320651
RS;Sinimbu;8698;4320677
RS;Sobradinho;14512;4320701
RS;Soledade;30936;4320800
RS;Tabaí;4565;4320859
RS;Tapejara;25201;4320909
RS;Tapera;10822;4321006
RS;Tapes;14938;4321105
RS;Taquara;54360;4321204
RS;Taquari;25968;4321303
RS;Taquaruçu do Sul;3190;4321329
RS;Tavares;5319;4321352
RS;Tenente Portela;14811;4321402
RS;Terra de Areia;10569;4321436
RS;Teutônia;33963;4321451
RS;Tio Hugo;3352;4321469
RS;Tiradentes do Sul;5201;4321477
RS;Toropi;2598;4321493
RS;Torres;43268;4321501
RS;Tramandaí;56296;4321600
RS;Travesseiro;2193;4321626
RS;Três Arroios;2638;4321634
RS;Três Cachoeiras;11216;4321667
RS;Três Coroas;24420;4321709
RS;Três de Maio;25452;4321808
RS;Três Forquilhas;2814;4321832
RS;Três Palmeiras;4826;4321857
RS;Três Passos;26284;4321907
RS;Trindade do Sul;7766;4321956
RS;Triunfo;28414;4322004
RS;Tucunduva;5649;4322103
RS;Tunas;3739;4322152
RS;Tupanci do Sul;1398;4322186
RS;Tupanciretã;20345;4322202
RS;Tupandi;5160;4322251
RS;Tuparendi;8536;4322301
RS;Turuçu;3489;4322327
RS;Ubiretama;2028;4322343
RS;União da Serra;1186;4322350
RS;Unistalda;2052;4322376
RS;Uruguaiana;120885;4322400
RS;Vacaria;66110;4322509
RS;Vale Verde;3214;4322525
RS;Vale do Sol;10080;4322533
RS;Vale Real;6213;4322541
RS;Vanini;2047;4322558
RS;Venâncio Aires;70805;4322608
RS;Vera Cruz;27638;4322707
RS;Veranópolis;24540;4322806
RS;Vespasiano Corrêa;1852;4322855
RS;Viadutos;4852;4322905
RS;Viamão;232113;4323002
RS;Vicente Dutra;4747;4323101
RS;Victor Graeff;2832;4323200
RS;Vila Flores;3736;4323309
RS;Vila Lângaro;2122;4323358
RS;Vila Maria;4512;4323408
RS;Vila Nova do Sul;3935;4323457
RS;Vista Alegre;2712;4323507
RS;Vista Alegre do Prata;1624;4323606
RS;Vista Gaúcha;2842;4323705
RS;Vitória das Missões;3318;4323754
RS;Westfália;3219;4323770
RS;Xangri-lá;16907;4323804
MS;Água Clara;17647;5000203
MS;Alcinópolis;4648;5000252
MS;Amambai;41414;5000609
MS;Anastácio;24741;5000708
MS;Anaurilândia;7735;5000807
MS;Angélica;11203;5000856
MS;Antônio João;9641;5000906
MS;Aparecida do Taboado;29446;5001003
MS;Aquidauana;48561;5001102
MS;Aral Moreira;11085;5001243
MS;Bandeirantes;8276;5001508
MS;Bataguassu;24004;5001904
MS;Batayporã;10953;5002001
MS;Bela Vista;21965;5002100
MS;Bodoquena;8849;5002159
MS;Bonito;24761;5002209
MS;Brasilândia;11840;5002308
MS;Caarapó;32406;5002407
MS;Camapuã;13920;5002605
MS;Campo Grande;954537;5002704
MS;Caracol;5115;5002803
MS;Cassilândia;21549;5002902
MS;Chapadão do Sul;33791;5002951
MS;Corguinho;4893;5003108
MS;Coronel Sapucaia;14661;5003157
MS;Corumbá;99107;5003207
MS;Costa Rica;28163;5003256
MS;Coxim;33390;5003306
MS;Deodápolis;14210;5003454
MS;Dois Irmãos do Buriti;11470;5003488
MS;Douradina;5749;5003504
MS;Dourados;260640;5003702
MS;Eldorado;11633;5003751
MS;Fátima do Sul;21388;5003801
MS;Figueirão;3709;5003900
MS;Glória de Dourados;10777;5004007
MS;Guia Lopes da Laguna;10135;5004106
MS;Iguatemi;14017;5004304
MS;Inocência;8712;5004403
MS;Itaporã;25075;5004502
MS;Itaquiraí;19996;5004601
MS;Ivinhema;29613;5004700
MS;Japorã;8409;5004809
MS;Jaraguari;7425;5004908
MS;Jardim;24509;5005004
MS;Jateí;3620;5005103
MS;Juti;7009;5005152
MS;Ladário;22290;5005202
MS;Laguna Carapã;7012;5005251
MS;Maracaju;47558;5005400
MS;Miranda;26487;5005608
MS;Mundo Novo;19937;5005681
MS;Naviraí;52707;5005707
MS;Nioaque;13412;5005806
MS;Nova Alvorada do Sul;23054;5006002
MS;Nova Andradina;50610;5006200
MS;Novo Horizonte do Sul;4811;5006259
MS;Paraíso das Águas;5777;5006275
MS;Paranaíba;42543;5006309
MS;Paranhos;13323;5006358
MS;Pedro Gomes;6974;5006408
MS;Ponta Porã;97577;5006606
MS;Porto Murtinho;12864;5006903
MS;Ribas do Rio Pardo;23996;5007109
MS;Rio Brilhante;39936;5007208
MS;Rio Negro;4933;5007307
MS;Rio Verde de Mato Grosso;20393;5007406
MS;Rochedo;5407;5007505
MS;Santa Rita do Pardo;7174;5007554
MS;São Gabriel do Oeste;31694;5007695
MS;Sete Quedas;11301;5007703
MS;Selvíria;8593;5007802
MS;Sidrolândia;49374;5007901
MS;Sonora;14822;5007935
MS;Tacuru;11159;5007950
MS;Taquarussu;3730;5007976
MS;Terenos;18139;5008008
MS;Três Lagoas;141435;5008305
MS;Vicentina;6476;5008404
MT;Acorizal;4990;5100102
MT;Água Boa;31314;5100201
MT;Alta Floresta;61291;5100250
MT;Alto Araguaia;17657;5100300
MT;Alto Boa Vista;5875;5100359
MT;Alto Garças;13707;5100409
MT;Alto Paraguai;7717;5100508
MT;Alto Taquari;11571;5100607
MT;Apiacás;8692;5100805
MT;Araguaiana;3950;5101001
MT;Araguainha;1006;5101209
MT;Araputanga;14854;5101258
MT;Arenápolis;10747;5101308
MT;Aripuanã;26010;5101407
MT;Barão de Melgaço;7204;5101605
MT;Barra do Bugres;29576;5101704
MT;Barra do Garças;72694;5101803
MT;Boa Esperança do Norte;5772;5101837
MT;Bom Jesus do Araguaia;7731;5101852
MT;Brasnorte;17496;5101902
MT;Cáceres;91626;5102504
MT;Campinápolis;15713;5102603
MT;Campo Novo do Parecis;50033;5102637
MT;Campo Verde;47831;5102678
MT;Campos de Júlio;9608;5102686
MT;Canabrava do Norte;4480;5102694
MT;Canarana;27657;5102702
MT;Carlinda;10324;5102793
MT;Castanheira;7459;5102850
MT;Chapada dos Guimarães;19374;5103007
MT;Cláudia;9436;5103056
MT;Cocalinho;6428;5103106
MT;Colíder;32010;5103205
MT;Colniza;26090;5103254
MT;Comodoro;18461;5103304
MT;Confresa;37541;5103353
MT;Conquista D'Oeste;3874;5103361
MT;Cotriguaçu;10398;5103379
MT;Cuiabá;682932;5103403
MT;Curvelândia;4967;5103437
MT;Denise;6815;5103452
MT;Diamantino;22479;5103502
MT;Dom Aquino;7915;5103601
MT;Feliz Natal;10564;5103700
MT;Figueirópolis D'Oeste;3112;5103809
MT;Gaúcha do Norte;9181;5103858
MT;General Carneiro;6250;5103908
MT;Glória D'Oeste;2899;5103957
MT;Guarantã do Norte;31328;5104104
MT;Guiratinga;10532;5104203
MT;Indiavaí;2194;5104500
MT;Ipiranga do Norte;8409;5104526
MT;Itanhangá;8049;5104542
MT;Itaúba;5161;5104559
MT;Itiquira;12519;5104609
MT;Jaciara;29560;5104807
MT;Jangada;7447;5104906
MT;Jauru;8076;5105002
MT;Juara;35899;5105101
MT;Juína;47800;5105150
MT;Juruena;10149;5105176
MT;Juscimeira;11620;5105200
MT;Lambari D'Oeste;4724;5105234
MT;Lucas do Rio Verde;92256;5105259
MT;Luciara;2591;5105309
MT;Vila Bela da Santíssima Trindade;17384;5105507
MT;Marcelândia;11414;5105580
MT;Matupá;21415;5105606
MT;Mirassol d'Oeste;27511;5105622
MT;Nobres;15753;5105903
MT;Nortelândia;5935;5106000
